Год,коэффициент_замещения,коэффициент_нагрузки,ест_прирост_‰,миграция_‰,доля_пенсионеров,опережение_зп,z_замещение,z_нагрузка,z_прирост,z_миграция,z_старение,z_финустой,ИПУ,Округ,медианная_зарплата,средняя_пенсия,родившиеся,умершие,миграция,население_всего,занятые,пенсионеры_всего
2046,1.0699304257517266,0.6933998065160998,-9.38495595340026,-2.0840129824506448e-05,0.3161082518495193,-0.268962716048304,4.51023509611058,2.0382314714378214,1.0983997787030277,-1.0177429222852384e-05,0.3706371316845627,-0.2762039431313328,76.50718629459128,Приволжский,,,,,,,,
2047,1.0735628393702075,0.6957313344884815,-9.331525588283816,-2.169144216968011e-05,0.3167559753825533,-0.27052478845542377,4.533817982657156,2.0676766127143944,1.1079914547581624,-1.0593173808539032e-05,0.37942879850659106,-0.2890956920288327,76.53488344101801,Приволжский,,,,,,,,
2048,1.0768848189575135,0.698003762081973,-9.28278233499693,-2.2543347423464866e-05,0.31739574766558065,-0.27208696834039664,4.555385424018706,2.0963753683475046,1.1167417130500952,-1.1009207945465327e-05,0.38811254159679276,-0.30198832793866826,76.55091315855881,Приволжский,,,,,,,,
2049,1.079929845354457,0.7002243595286928,-9.238228432427391,-2.3398182425804492e-05,0.3180293772847558,-0.2736534646774614,4.575154789402948,2.1244195549545686,1.1247399103206492,-1.142667284644199e-05,0.3967129092170071,-0.3149165874317916,76.55657206238632,Приволжский,,,,,,,,
2050,1.082704928453953,0.7023822603257861,-9.197750824414872,-2.4251276360076623e-05,0.31865348930103243,-0.2752156461530841,4.593171589461115,2.1516719381916163,1.132006342108953,-1.1843287484143985e-05,0.4051840927187508,-0.327809236469225,76.55301305882232,Приволжский,,,,,,,,
2006,0.230292199590694,0.5131194627219041,-31.566109456903323,0.7425251686193217,0.4766789179191742,,-0.9409869032181126,-0.2385502164896558,-2.8835014954346923,0.3626175754876157,2.5500913671407375,,,Северо-Западный,18034.188100914544,4153.132845591931,9858.0,187749.387396841,4184.514173439811,5635518.296599493,5235296.960452013,2686332.7635367545
2007,0.236930661831675,0.4832821535730857,-28.535307502495268,1.101673931630865,0.4917997538214077,,-0.897887708490873,-0.6153691067654129,-2.3394200452968277,0.538010490349725,2.7553291646626383,,,Северо-Западный,18707.353147402493,4432.345562332941,10366.99,174938.95248902074,6353.695012245183,5767309.936107392,5868955.8176710885,2836361.606789374
2008,0.2511839129960426,0.4950316292870358,-27.69130154116847,0.5349610044169356,0.473840385123684,,-0.8053506682653407,-0.4669835945943875,-2.187906355431409,0.26125210376746416,2.5115634561901232,,,Северо-Западный,18792.08592733997,4720.269676587121,11849.0,173422.12415814737,3121.3888830007486,5834797.036099502,5585021.867563974,2764762.4747039177
2009,0.2660592325002756,0.4769165583496452,-30.257058479087117,1.1781938295245602,0.4847768544055704,-0.1684272922871741,-0.7087749450526554,-0.6957609583254084,-2.6485041696349154,0.5753795399435137,2.660006100670429,0.5535126772537742,26.153066802545435,Северо-Западный,19557.14138939905,5203.358027962885,11433.0,192100.9650314824,7035.114855595635,5971101.426014541,6069514.081576023,2894651.7666399446
2010,0.291486209140319,0.4946410065537396,-30.56303244957941,1.1945071201460666,0.4826504756040669,-0.2347727373376726,-0.5436942113295603,-0.4719168150849822,-2.703431797396196,0.5833462542629689,2.6311443826583067,0.005965192140087824,28.01534520231792,Северо-Западный,19074.025499337506,5559.815385847671,11390.0,203312.93,7501.0,6279577.470482355,6127355.016191142,3030841.052720892
2011,0.3082603288762007,0.4993553880219472,-27.674881738630138,5.144875720331089,0.4724012854448505,-0.2493504377325495,-0.4347908197561578,-0.4123783364532078,-2.184958716453204,2.5125375391120626,2.4920303000598705,-0.11434424558966434,38.43282716878529,Северо-Западный,20621.5,6356.790371920572,11650.0,189999.96,33156.0,6444470.53773853,6096612.230617095,3044376.1660391483
2012,0.3180104916938327,0.5025170045026205,-26.470121868452217,4.414559936138294,0.4765460918173292,-0.2228745742217173,-0.3714893877911978,-0.37244990967106145,-1.9686834509971567,2.1558825054560935,2.5482884948146074,0.10416046819340283,37.17093644034202,Северо-Западный,22322.77375,7098.876256207682,12209.0,188847.97,29459.0,6673145.325051296,6328266.101024434,3180061.324782276
2013,0.3520306117999303,0.473786695421559,-27.163520391077917,4.529346021167266,0.4757691123306296,-0.2540259450165256,-0.15061899222800665,-0.7352883657532789,-2.0931604968050963,2.2119391263115418,2.537742413923248,-0.1529311034067044,43.38473268583134,Северо-Западный,23327.29856875,8211.923186796701,13670.0,199811.96,31038.0,6852644.919365454,6881317.736249684,3260276.790403501
2014,0.3728456091358757,0.4834640520360322,-26.379899605800983,3.883614819716278,0.4708582397470414,-0.235939889077978,-0.01548082455254846,-0.6130718896601938,-1.9524869920280683,1.8965915898472148,2.4710862661095248,-0.0036672852615463264,42.54201067790806,Северо-Западный,23222.32572519063,8658.342180560418,13973.99,199425.96,27302.0,7030048.361488789,6846747.308071791,3310156.196827184
2015,0.4280991409781752,0.4884046947970697,-26.12997518001789,4.083251570565475,0.4710668741174912,-0.3302895634411816,0.34324422980387964,-0.5506759305213372,-1.9076212284280525,1.9940856515040994,2.473918097560864,-0.7823330531909939,50.2513817265277,Северо-Западный,21298.15157900461,9117.72039539484,14297.0,200855.96,29153.0,7139653.165176571,6886203.459203435,3363254.09880278
2016,0.510454823432482,0.4662328292761202,-24.595391668593987,4.101799302884626,0.4730285104543557,-0.4079372089878416,0.8779258271595297,-0.8306870306938329,-1.6321369061882491,2.0031435717047974,2.500543736772882,-1.4231573480873796,62.69371509582226,Северо-Западный,21145.43598306956,10793.789791140623,13898.0,199175.96,30899.0,7533035.557900166,7642835.007319638,3563340.589153212
2017,0.5460054398596815,0.4788387542233009,-23.436569882140027,4.776561491214344,0.4824689572228975,-0.4300663898741355,1.1087327346102611,-0.6714853203182769,-1.4241083224966555,2.332668602105866,2.6286806013566766,-1.6057889866677442,66.017139881713,Северо-Западный,21504.19036749869,11741.40492043245,13324.0,193208.95,36662.0,7675395.79830248,7733585.0,3703140.207080007
2018,0.5501458858332993,0.5080983742248728,-22.167518237184385,4.586393818411241,0.4824871475068468,-0.3139902952816897,1.1356139430583485,-0.3019621343000336,-1.1962915698107601,2.2397988336962555,2.628927501318966,-0.6478155549191768,58.8390225541923,Северо-Западный,23457.20668457236,12904.88575065885,12949.0,191190.94,36877.72907417086,8040680.877889715,7635382.0,3879525.1807858576
2019,0.5979501023964794,0.521133687924291,-21.80109156040326,5.242675015460007,0.4900541155264863,-0.1975671718110432,1.4459754640926494,-0.1373376228163742,-1.1305116341134405,2.560298537368847,2.7316353053260234,0.3130218984570398,56.05136280068588,Северо-Западный,24372.7267049008,14573.674428876842,11864.99,187973.95,42350.26682184934,8077988.182934015,7596230.0,3958651.3542211377
2020,0.6235761575141192,0.5428204201934402,-24.909637849016,4.808765915529261,0.4848202282834549,-0.1652210975893484,1.6123486842019688,0.13654667239969964,-1.6885495389225076,2.3483958673334726,2.660594822036401,0.5799733309164797,49.90445675395526,Северо-Западный,25008.506648563223,15594.708481077358,11521.0,220052.93,40256.756977426165,8371536.0,7477040.0,4058689.994603161
2021,0.6849221536654385,0.5444641218233414,-29.562033050187928,5.04149786526685,0.4944083059462318,-0.2682362473535169,2.0106281257178544,0.15730517381263032,-2.5237350659697375,2.46205221047033,2.7907355070289945,-0.2702084131210701,53.46071064870614,Северо-Западный,25683.736328074432,17591.36,9623.99,256502.94,42102.642172521664,8351216.899760234,7583440.0,4128911.0
2022,0.8026770112395506,0.5349240775261533,-23.313391356714533,5.071385295035883,0.5000924504671611,-0.3591760477599235,2.7751334211362484,0.036822831141648756,-1.4019956434937029,2.476647954531848,2.867887412506614,-1.0207325669852605,70.73185595982233,Северо-Западный,25568.27928621853,20523.07,9731.98,201229.93,41656.74023139543,8214075.209819112,7679215.0,4107797.0
2023,0.799672139553185,0.525262330776699,-21.32872007908035,5.837393466823843,0.4900999298439622,-0.3071958296473374,2.7556247540323584,-0.08519650612821185,-1.045712770833,2.8507336256935987,2.7322571512130183,-0.5917409808779701,72.72938582613617,Северо-Западный,27204.649160536523,21754.8,9373.99,184969.96,48058.33469041394,8232841.415187784,7681714.0,4034915.0
2024,0.7491073906821406,0.5236025810322883,-22.34942048174536,5.818255657797078,0.490081441469804,-0.1059611702558653,2.4273409017158216,-0.10615768106878437,-1.228946173606341,2.8413875372339517,2.732006205219256,1.0690441956121814,61.050164242023214,Северо-Западный,29040.962978872736,21754.8,9322.0,193328.1759381228,47902.58320550333,8233152.0,7706064.0,4034915.0
2025,0.8725799497054938,0.5225653052109528,-21.076790020894126,6.377683144720617,0.4853161778883709,-0.1020807415675726,3.2289674940863615,-0.11925755954495712,-1.0004869614752094,3.1145880259750207,2.667326434313192,1.1010692874300214,70.05301116151107,Северо-Западный,29970.27379419666,26151.46,8213.0,181664.7263763081,52485.22904276408,8229513.422317137,7642903.116937142,3993916.0
2026,0.79096881885357,0.5297046276034226,-21.424375986201596,6.481580463609864,0.49370089051307786,-0.20508324982923443,2.6991197834548815,-0.02909421646889821,-1.0628846631056328,3.165327038560058,2.7811336314202477,0.2509918734320144,68.67754506210255,Северо-Западный,,,,,,,,
2027,0.8101222233569976,0.5318925932628379,-21.08103861618467,6.621574431366934,0.49470250636487345,-0.1988332858748863,2.823470315312517,-0.0014621405457591414,-1.0012496579237076,3.233694112588475,2.794728741684964,0.30257268719624125,69.67426746281642,Северо-Западный,,,,,,,,
2028,0.8280385964195798,0.5340458372695348,-20.752592838025095,6.746990216930785,0.49569557551658716,-0.19249389726765515,2.93978961086612,0.025731431537083627,-0.9422879514312015,3.2949418251388813,2.8082078460679805,0.35489152063545853,70.55599930075608,Северо-Западный,,,,,,,,
2029,0.8448132233332053,0.5361705284608344,-20.438344503687432,6.8591318152237,0.496682840212436,-0.18604751716764262,3.0486962952129915,0.052564406752473494,-0.8858749320317741,3.3497069916313467,2.82160816553823,0.40809335248935835,71.33318404191945,Северо-Западный,,,,,,,,
2030,0.8604079435636118,0.5382554679254791,-20.140039783301766,6.958457260533496,0.4976589620131545,-0.17952960411378466,3.1499426169556894,0.07889535273158389,-0.832324067510802,3.3982132964471656,2.8348572405092103,0.4618855442232923,72.00982414409972,Северо-Западный,,,,,,,,
2031,0.8749250605193686,0.5403069181016468,-19.85672362087697,7.04637351565883,0.49862670622459004,-0.17292296423669185,3.2441927652342786,0.1048033585434998,-0.7814639087744704,3.4411478401189686,2.8479926049694684,0.5164099964596224,72.59603677144956,Северо-Западный,,,,,,,,
2032,0.8884201714496835,0.5423252892104334,-19.588226478647,7.123946633932881,0.49958612903221444,-0.1662279610508441,3.331807696635228,0.13029360491874167,-0.7332640208570543,3.4790312375583516,2.8610150215344166,0.571663709121416,73.09920158712764,Северо-Западный,,,,,,,,
2033,0.9009819927064977,0.5443163868149149,-19.333620312492073,7.1923787615885235,0.5005398811528149,-0.15942632224049963,3.4133633884239045,0.1554394109969394,-0.687557803763542,3.5124505656359295,2.8739604688548894,0.627797483224839,73.52724771703015,Северо-Западный,,,,,,,,
2034,0.9125971849830712,0.5462697406870988,-19.093972197850597,7.252270299041429,0.5014828069776097,-0.1525557170953466,3.4887732372036417,0.18010854703601575,-0.6445368160189286,3.541699034268691,2.8867589689350885,0.6845004349583647,73.8841687343748,Северо-Западный,,,,,,,,
2035,0.9233555910834577,0.5481912438829973,-18.868182806752113,7.304727602088079,0.5024175796161593,-0.14559825341698357,3.5586205335568346,0.20437543713419645,-0.6040037092100404,3.567316940369794,2.8994468043669452,0.7419202282381879,74.17701885259432,Северо-Западный,,,,,,,,
2036,0.9333100982450087,0.5500813037412259,-18.655818545966067,7.3505872303100706,0.5033442549046973,-0.13855457408846478,3.6232486397349284,0.22824522561881383,-0.565880645841324,3.589712823905356,2.912024733025599,0.8000515573647342,74.41106739518996,Северо-Западный,,,,,,,,
2037,0.9425361776807872,0.5519453773846964,-18.455877051312953,7.39071548379124,0.5042653943863246,-0.13140574592587545,3.683147540976979,0.25178683113764344,-0.5299876841796819,3.6093097488324277,2.924527523191567,0.8590506774845301,74.59152222520547,Северо-Западный,,,,,,,,
2038,0.9510329000676767,0.5537736843817848,-18.268945826713693,7.425586597150053,0.5051760202639167,-0.12419162465059852,3.7383112037956336,0.2748767354681591,-0.49643029135561795,3.626339311081798,2.9368876103383266,0.9185886602138109,74.72174139471146,Северо-Западный,,,,,,,,
2039,0.9588738063947555,0.5555717635076695,-18.093935052620978,7.455940192353847,0.5060787158127976,-0.11689365859633871,3.7892170817477053,0.29758488845422376,-0.4650128258826183,3.641162710429457,2.9491400577217264,0.978818612042659,74.80621055617486,Северо-Западный,,,,,,,,
2040,0.9661040562748429,0.557340016469931,-17.93030426404532,7.482332790962104,0.5069735364234865,-0.1095127868700948,3.8361583666713113,0.3199163633081689,-0.43563826493317637,3.654051728233311,2.961285617167145,1.0397327825418619,74.84847455859745,Северо-Западный,,,,,,,,
2041,0.972784080732497,0.5590835670463808,-17.777101039777236,7.505318059082038,0.5078629568100194,-0.10202946701505511,3.879527397695673,0.3419358688232463,-0.4081356324024226,3.6652767513703464,2.9733578784087418,1.1014924551736383,74.85169645537772,Северо-Западный,,,,,,,,
2042,0.9789181102964448,0.560793286547503,-17.63461133168733,7.525210086656271,0.5087421720118371,-0.09448568543098307,3.9193516408776548,0.3635281177047511,-0.3825562616043667,3.67499116795223,2.985291622861467,1.163751117112851,74.81876395466699,Северо-Западный,,,,,,,,
2043,0.984563512552725,0.5624743748443976,-17.501855290495737,7.542463422476311,0.5096136778238399,-0.08686227589303652,3.9560035464432217,0.38475877973703543,-0.35872425262039725,3.6834169601927407,2.9971207263938036,1.2266669467876261,74.75236198255037,Северо-Западный,,,,,,,,
2044,0.9897563877453988,0.5641272257048796,-17.37829383717068,7.557418840933227,0.5104775291029645,-0.07916048371644063,3.9897174896726746,0.40563282786020016,-0.3365428314264252,3.690720547748343,3.008845933588719,1.2902296666390571,74.65486942731164,Северо-Западный,,,,,,,,
2045,0.9945431569837495,0.5657566447768526,-17.263095721121115,7.570408448069653,0.5113361160653306,-0.07136021482802812,4.0207948524758335,0.4262109531674327,-0.31586277414249775,3.697064117024393,3.020499687275114,1.3546051126068992,74.52806204166026,Северо-Западный,,,,,,,,
2046,0.9989294656714724,0.567354118079881,-17.156375485643434,7.5816237463454215,0.5121848016633223,-0.06350549648322518,4.049272286767607,0.44638563159737904,-0.296704643274428,3.70254118964227,3.0320190479802087,1.4194299287295378,74.37460189882746,Северо-Западный,,,,,,,,
2047,1.0029585978648206,0.5689245220858571,-17.057309411105333,7.591331679794154,0.5130259965525393,-0.05557659807837101,4.075430807623672,0.4662184486877212,-0.27892056687980826,3.7072821296655154,3.043436735961605,1.4848669512409602,74.19597186342254,Северо-Западный,,,,,,,,
2048,1.0066582029621223,0.5704682407193106,-16.96541836439615,7.59973191871989,0.5138597549767135,-0.047575072891167636,4.099449924508629,0.48571425306654825,-0.2624245322657673,3.711384447541731,3.05475348747913,1.5509033609747753,73.9938078904511,Северо-Западный,,,,,,,,
2049,1.0100629305699098,0.5719897767082122,-16.880018185539942,7.607016920720621,0.5146883849677305,-0.03948033786206023,4.121554594661812,0.5049299102155519,-0.24709372086565595,3.714942131340975,3.066000629860444,1.6177090294645387,73.76896500186423,Северо-Западный,,,,,,,,
2050,1.0131781537585705,0.5734811949184137,-16.801135360024293,7.613298570757257,0.5155074125257463,-0.03133833544847037,4.141779701916026,0.5237652063912942,-0.23293288728327535,3.718009820899003,3.0771174367092025,1.6849047946290863,73.52405049036742,Северо-Западный,,,,,,,,
2006,0.2799754599066277,0.5307339763000416,-10.210749186451876,,0.2578781128292685,,-0.6184259797226533,-0.01609445058410771,0.9501555890425023,,-0.4197309114039207,,,Северо-Кавказский,11146.95406353302,3120.8735904957093,9148.0,69935.94340995445,,5953328.428692664,2892660.294610911,1535233.1002440986
2007,0.358804890344625,0.5762527387224788,-10.973211800857475,,0.2633808196342294,,-0.10663803104516295,0.5587673594135232,0.8132803424371104,,-0.345041692344799,,,Северо-Кавказский,9731.630062107257,3491.7564573088507,11834.99,78173.63041318071,,6045508.062461423,2763146.726428425,1592270.8685964318
2008,0.3383163003682601,0.5320268686660621,-8.88126309521873,,0.2498230107660846,,-0.23965704915852498,0.0002336393311026437,1.1888213716761054,,-0.5290642456819405,,,Северо-Кавказский,10631.48936706871,3596.806150071181,13159.0,68462.6148074935,,6226998.819263273,2924001.934273813,1555647.5930652053
2009,0.3917447723552341,0.5343973399510243,-8.636940837255223,,0.2542892763610796,-0.3639213602512808,0.10721908488500885,0.030170600287429357,1.2326814491121796,,-0.4684428276736133,-1.0598955256291218,,Северо-Кавказский,10161.577783237575,3980.744975464409,12568.99,69523.47966883554,,6594289.661353684,3137847.105029855,1676857.146100977
2010,0.4279652832016974,0.6016130322540253,-10.155498808951796,0.0,0.2556491006326988,-0.2234114442802657,0.34237517878502216,0.8790454923363517,0.9600739888466159,0.0,-0.44998569075813893,0.09972969151887366,51.495152932295554,Северо-Кавказский,11279.55352732703,4827.257319711218,12042.99,80988.98999999999,0.0,6789031.370790568,2884927.139305956,1735609.764109787
2011,0.4560243124355559,0.577644610196381,-9.899472497598609,0.0,0.2651193312151533,-0.3867523654517142,0.5245441090143627,0.5763454681359403,1.006035146602863,0.0,-0.32144456516597425,-1.248319304693377,63.08862993420935,Северо-Кавказский,11818.0,5389.2953243634,12086.0,80277.0,0.0,6888346.830251977,3161518.124774961,1826233.9048144256
2012,0.4149678286634047,0.5541674028146587,-9.34598691321629,0.0,0.2674132937636053,-0.0792860616072581,0.257991204941474,0.27984905191320775,1.1053953964348093,0.0,-0.29030820312315425,1.289193275094006,49.84987583001473,Северо-Кавказский,13590.7,5639.703269015735,12811.99,78822.98,0.0,7063030.433592084,3408262.959182276,1888748.232199445
2013,0.438087367804705,0.586602306412289,-8.523446090246134,0.0,0.2758393629469705,-0.0306066375489544,0.4080912557188499,0.6894732683229582,1.2530557221477119,0.0,-0.17593966608310926,1.6909434811498865,45.570342703238445,Северо-Кавказский,14596.4118,6394.503624855536,14540.0,76600.97,0.0,7281206.373912532,3423858.559215815,2008443.327665454
2014,0.4509500580828984,0.5791086959371681,-8.549355984826036,0.0,0.2668886681876749,0.014047293175424,0.49160029333809663,0.5948355793373313,1.2484044472613904,0.0,-0.2974290394594378,2.0594713800879982,45.59671319906825,Северо-Кавказский,14919.43567839199,6727.920385734936,13529.0,77456.0,0.0,7477405.328946634,3446045.213519833,1995634.7497419904
2015,0.5469216968096162,0.5743924479703324,-8.407325318774562,0.0,0.263561629113945,-0.3103273328889299,1.1146813918853813,0.5352735284746217,1.2739014120620566,0.0,-0.34258753308879974,-0.617585207610555,66.69118188052109,Северо-Кавказский,13263.37831809048,7254.029375157919,12824.98,76631.99,0.0,7589454.146315871,3482442.8941515465,2000288.898888596
2016,0.6323847471159629,0.5490905553545509,-8.073243437378924,0.0,0.2615056161024827,-0.3994072690263984,1.6695370969308327,0.21573294759309386,1.3338748967135887,0.0,-0.3704941637061298,-1.3527599429527242,76.94562627934073,Северо-Кавказский,13144.856809887868,8312.606949596482,11982.99,75972.98,0.0,7926181.155857121,3774861.662233336,2072740.8865023053
2017,0.7002641206005495,0.5655751843269982,-7.666623565325368,0.0,0.2723226607788684,-0.4943953806056874,2.110233485578651,0.4239192677811249,1.4068702071857904,0.0,-0.22367249065632955,-2.1366947190530334,81.202479562591,Северо-Кавказский,13341.617100137277,9342.655766016884,12086.99,73840.98999999999,0.0,8054914.849256614,3878416.0,2193535.844096779
2018,0.6785265706557803,0.551750829575169,-7.208852714141604,0.0,0.2580968618632841,-0.2661723409818881,1.9691057870313646,0.249329863945124,1.4890480044452463,0.0,-0.41676179182338335,-0.25317503965533594,75.01533691569877,Северо-Кавказский,14671.356188480904,9954.905001439409,12393.0,73387.98000000001,0.0,8461121.681726994,3957926.0,2183788.95389713
2019,0.7501904823960803,0.602239916783373,-7.048655575950861,0.0,0.2726670101185327,-0.2121768416855658,2.434372708027587,0.8869624908666693,1.517806165673164,0.0,-0.2189985757677759,0.19244861732150337,71.32730763655898,Северо-Кавказский,14971.61988374382,11231.566742836523,11600.0,73157.97,0.0,8733292.375645103,3954040.0,2381280.720558128
2020,0.7133329340124921,0.6234729829002694,-8.829097573152328,0.0,0.2644736436476345,-0.021847379615175,2.1950807459303254,1.1551173828314343,1.1981859864942417,0.0,-0.33020859746562115,1.7632334424193072,57.7466542635933,Северо-Кавказский,15618.292242779416,11141.042229806386,11055.99,90018.98,0.0,8943495.0,3793779.0,2365318.709594401
2021,0.8569586585510661,0.6259361735994566,-9.526577796542254,0.0,0.2683917928752584,-0.276583537453035,3.1275486647075725,1.1862253081867624,1.0729762046962126,0.0,-0.2770268604876486,-0.33909841300013716,74.78667450896896,Северо-Кавказский,15430.872735866064,13223.62,10595.0,97413.99,0.0,9113344.98643486,3907662.0,2445947.0
2022,1.0409384062991256,0.5918798521508248,-7.782762443190222,0.0,0.2739554693535072,-0.3827473214399822,4.322008870432911,0.7561240148314904,1.3860212668602139,0.0,-0.20151008919913002,-1.2152657653776884,85.0,Северо-Кавказский,14785.495382689607,15390.79,9755.0,79010.97,0.0,8898635.992750587,4118792.0,2437830.0
2023,1.0291639014694616,0.577371824517846,-6.805119288715868,0.0,0.2696566133662849,-0.4442941914774665,4.245564709413547,0.5729004256840217,1.5615251477489445,0.0,-0.2598592267987926,-1.7232107174387226,85.0,Северо-Кавказский,15672.625105650986,16129.7,10218.99,71276.99,0.0,8972362.924077664,4190466.0,2419457.0
2024,0.954697496724918,0.5615461581970601,-6.346831025524256,0.0,0.2648935326947601,-0.1248755222956801,3.7621030337697836,0.37303622240987677,1.6437958294263804,0.0,-0.32450936868006786,0.9129444681316783,81.51787113222004,Северо-Кавказский,16895.089863891764,16129.7,11437.99,69408.01515050679,0.0,9133696.0,4308563.0,2419457.0
2025,1.1001007232141085,0.5527746827729898,-6.540638991962885,0.0,0.2626897585394021,-0.0674127619145212,4.706111110480707,0.2622602265285545,1.609003942323749,0.0,-0.3544215876080284,1.387183353867475,85.0,Северо-Кавказский,17537.103278719653,19292.58,9546.99,70134.46689312202,0.0,9263235.131547809,4402077.511569603,2433357.0
2026,0.9938808694079077,0.5968559343019673,-6.717299083212634,-3.926265390585826e-06,0.27318364567856235,-0.2597759349309214,4.016495052287105,0.8189675422006045,1.5772903958517153,-1.917420306846311e-06,-0.2119861893397008,-0.20038564251877297,83.62857137006294,Северо-Кавказский,,,,,,,,
2027,1.0179618263766335,0.5989793502733274,-6.57275288764374,-4.765797623429435e-06,0.273938296279288,-0.26162321231396996,4.172836960388404,0.8457844125132354,1.6032389417745696,-2.32741198885693e-06,-0.20174318239266845,-0.21563118175098042,84.38492016921802,Северо-Кавказский,,,,,,,,
2028,1.0405460562789792,0.60107727951631,-6.433230940505689,-5.605914580097959e-06,0.2746836148291789,-0.2634724563506212,4.319461598292816,0.872279407932387,1.6282855480744378,-2.7376892250072348e-06,-0.19162684103291389,-0.2308929517317106,85.0,Северо-Кавказский,,,,,,,,
2029,1.0617414281787965,0.6031555691462838,-6.298521699338479,-6.448920764956512e-06,0.27542170739881255,-0.26532860595714786,4.457069289301011,0.898526372366489,1.652468190287212,-3.149377436792543e-06,-0.1816085791895648,-0.24621171322731655,85.0,Северо-Кавказский,,,,,,,,
2030,1.0814887093517203,0.6052030673003199,-6.16946931379607,-7.2902099936822395e-06,0.27614864213694856,-0.26718138247243856,4.5852754740634065,0.9243844676255958,1.6756353289277104,-3.560227160542138e-06,-0.1717417645794574,-0.26150263667583595,85.0,Северо-Кавказский,,,,,,,,
2031,1.099907603133257,0.607225692518085,-6.045766823261502,-8.132085167367187e-06,0.2768665487284727,-0.2690357189366095,4.70485730806861,0.9499284396440035,1.6978420687438258,-3.9713630347812525e-06,-0.1619974906105091,-0.2768064343478326,85.0,Северо-Кавказский,,,,,,,,
2032,1.1170602441924826,0.609223651478852,-5.927445408330138,-8.974546692908092e-06,0.2775755268430118,-0.27089147892814586,4.816218191095756,0.9751608985985858,1.7190828122785824,-4.382785258220874e-06,-0.15237440444913256,-0.29212198035957343,85.0,Северо-Кавказский,,,,,,,,
2033,1.133052213356856,0.6112025252789985,-5.81419988006514,-9.819905505525917e-06,0.27827758155219384,-0.27275361504439705,4.9200435904227975,1.0001523288126104,1.7394123462326025,-4.795622392911622e-06,-0.14284529090117584,-0.3074901483870339,85.0,Северо-Кавказский,,,,,,,,
2034,1.1478602527681332,0.613151709408926,-5.706614540575487,-1.0663542566735629e-05,0.2789689748315487,-0.27461181413903224,5.016182507983466,1.024768804685787,1.7587257782560872,-5.207618697759035e-06,-0.13346088683821825,-0.32282582426250056,85.0,Северо-Кавказский,,,,,,,,
2035,1.1615934493462632,0.6150768533579909,-5.604310006909951,-1.1507767203933206e-05,0.2796517342478957,-0.27647102474854024,5.105343173821766,1.0490816742843656,1.777091214160425,-5.61990194962069e-06,-0.12419367173487227,-0.3381698481477566,85.0,Северо-Кавказский,,,,,,,,
2036,1.1743147657097874,0.6169781671457772,-5.50719877447985,-1.2352579825458676e-05,0.28032595635299096,-0.2783311090047951,5.187934363051356,1.0730935899704028,1.794524362535032,-6.032472347912414e-06,-0.1150423350769635,-0.353521082220219,85.0,Северо-Кавказский,,,,,,,,
2037,1.1861168542629783,0.6188609735207338,-5.4149264098528125,-1.3200297815374462e-05,0.28099354946204125,-0.2801970277996467,5.264557607151776,1.096871773360755,1.811088850320488,-6.446461604023534e-06,-0.10598097496247133,-0.3689204686101925,85.0,Северо-Кавказский,,,,,,,,
2038,1.196995297826244,0.6207151955645425,-5.327869131230371,-1.4046289245173149e-05,0.28165096072176343,-0.28205844619226605,5.3351842282641355,1.1202889618675311,1.8267171398327946,-6.859607681923255e-06,-0.09705781490148888,-0.38428271328045294,85.0,Северо-Кавказский,,,,,,,,
2039,1.2070415238996337,0.6225462214189181,-5.245624716585239,-1.4892869886651283e-05,0.2823001198675865,-0.2839203228520918,5.400407805365767,1.1434132029668456,1.8414814368931092,-7.273041505639117e-06,-0.08824666225150549,-0.3996487400197941,85.0,Северо-Кавказский,,,,,,,,
2040,1.2163111734500989,0.6243542630504315,-5.16803737554617,-1.5740040149259116e-05,0.28294112030103924,-0.2857825191173204,5.460589578873864,1.166247173609477,1.85540970857166,-7.686763275129133e-06,-0.07954624925694427,-0.4150174044554298,85.0,Северо-Кавказский,,,,,,,,
2041,1.224879917176259,0.6261443927749535,-5.094747167460458,-1.659012388477432e-05,0.28357577770502895,-0.287649998755072,5.516220829156763,1.188854932669772,1.8685665704504721,-8.101907860338495e-06,-0.07093193133047461,-0.4304296724472057,85.0,Северо-Кавказский,,,,,,,,
2042,1.2327516946318022,0.6279070414078916,-5.0259810709848605,-1.743847623747463e-05,0.2842007160359825,-0.2895124178304772,5.567327133160658,1.2111156297888386,1.8809112759289504,-8.516206912136853e-06,-0.062449532112520245,-0.4458001757302823,85.0,Северо-Кавказский,,,,,,,,
2043,1.2399989127752762,0.6296473437046175,-4.96135447692985,-1.8287419442097885e-05,0.2848177713655058,-0.29137473973941447,5.614378581923619,1.2330941123968318,1.892512869018786,-8.930794510776213e-06,-0.05407413027631612,-0.46116987710065627,85.0,Северо-Кавказский,,,,,,,,
2044,1.2466669608002952,0.6313655123199264,-4.900685962495567,-1.9136953909537624e-05,0.28542703393034485,-0.29323682568736403,5.657669857801753,1.254793066136197,1.903403918255146,-9.345670856919432e-06,-0.04580450102244375,-0.47653763109023717,85.0,Северо-Кавказский,,,,,,,,
2045,1.252814700088336,0.6330663772369824,-4.843641913673256,-1.9989409976273187e-05,0.2860302307838125,-0.2951036368871355,5.697583109258074,1.276273489432994,1.913644313131439,-9.761973987362996e-06,-0.03761720274883729,-0.4919443824782021,85.0,Северо-Кавказский,,,,,,,,
